Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-2-28, 38, 42, 5, Rain, 
2014-3-1, 50, 53, 4, , 
2014-3-2, 56, 57, 5, , 
2014-3-3, 46, 75, 12, Rain, 
2014-3-4, 38, 65, 5, , 
2014-3-5, 47, 56, 3, , 
2014-3-6, 41, 62, 8, Rain, 
2014-3-7, 48, 74, 5, Rain, 
2014-3-8, 52, 66, 5, , 
2014-3-9, 58, 54, 8, , 
2014-3-10, 59, 52, 9, , 
2014-3-11, 60, 63, 6, , 
2014-3-12, 55, 71, 15, Rain, 
2014-3-13, 42, 43, 13, , 
2014-3-14, 46, 52, 5, , 
2014-3-15, 57, 56, 4, Rain, 
2014-3-16, 54, 81, 3, Rain, 
2014-3-17, 45, 92, 5, Rain, 
2014-3-18, 42, 83, 6, , 
2014-3-19, 50, 80, 3, , 
2014-3-20, 53, 57, 6, , 
2014-3-21, 49, 54, 2, , 
2014-3-22, 59, 55, 3, , 
2014-3-23, 54, 63, 9, , 
2014-3-24, 46, 54, 4, , 
2014-3-25, 43, 53, 14, Rain, 
2014-3-26, 40, 35, 7, , 
2014-3-27, 49, 43, 6, , 
2014-3-28, 56, 77, 6, Rain, 
2014-3-29, 56, 78, 12, Rain, 
2014-3-30, 51, 48, 13, , 
2014-3-31, 56, 50, 2, , 
2014-4-1, 63, 42, 5, , 
2014-4-2, 63, 41, 5, , 
2014-4-3, 70, 61, 8, , 
2014-4-4, 69, 63, 12, , 
2014-4-5, 57, 56, 8, , 
2014-4-6, 55, 65, 5, Rain, 
2014-4-7, 56, 89, 8, Rain-Thunderstorm, 
2014-4-8, 54, 64, 9, , 
2014-4-9, 56, 54, 9, , 
2014-4-10, 56, 58, 4, , 
2014-4-11, 60, 54, 6, , 
2014-4-12, 63, 63, 3, , 
2014-4-13, 67, 60, 6, , 
2014-4-14, 66, 74, 6, Rain, 
2014-4-15, 50, 72, 14, Rain, 
2014-4-16, 46, 52, 6, , 
2014-4-17, 52, 56, 6, , 
2014-4-18, 53, 67, 8, Rain, 
2014-4-19, 56, 74, 8, Rain, 
2014-4-20, 60, 56, 5, , 
2014-4-21, 60, 59, 1, , 
2014-4-22, 61, 77, 5, Rain, 
2014-4-23, 63, 58, 7, , 
2014-4-24, 60, 60, 3, , 
2014-4-25, 69, 63, 9, , 
2014-4-26, 64, 59, 2, , 
2014-4-27, 68, 66, 3, Rain-Thunderstorm, 
2014-4-28, 70, 78, 5, , 
2014-4-29, 71, 72, 10, Rain-Thunderstorm, 
2014-4-30, 67, 78, 8, Rain, 
2014-5-1, 60, 64, 9, , 
2014-5-2, 61, 53, 5, , 
2014-5-3, 62, 49, 7, , 
2014-5-4, 67, 58, 5, , 
2014-5-5, 71, 55, 7, , 
2014-5-6, 71, 57, 6, , 
2014-5-7, 70, 56, 4, , 
2014-5-8, 73, 59, 5, , 
2014-5-9, 71, 73, 5, Fog-Rain, 
2014-5-10, 70, 80, 3, Fog-Rain, 
2014-5-11, 73, 70, 1, Fog, 
2014-5-12, 76, 65, 2, , 
2014-5-13, 75, 64, 3, , 
2014-5-14, 72, 71, 6, Rain, 
2014-5-15, 59, 73, 9, Rain, 
2014-5-16, 58, 58, 9, , 
2014-5-17, 56, 66, 4, Rain, 
2014-5-18, 59, 83, 1, Rain, 
2014-5-19, 63, 75, 2, Fog, 
2014-5-20, 69, 68, 5, , 
2014-5-21, 72, 60, 8, , 
2014-5-22, 74, 63, 8, , 
2014-5-23, 79, 60, 7, , 
2014-5-24, 75, 64, 4, , 
2014-5-25, 75, 64, 3, Rain, 
2014-5-26, 73, 72, 3, Rain, 
2014-5-27, 74, 72, 3, , 
2014-5-28, 73, 72, 3, Rain-Thunderstorm, 
2014-5-29, 75, 71, 3, Fog, 
2014-5-30, 76, 74, 3, Rain-Thunderstorm, 
2014-5-31, 76, 72, 4, Thunderstorm, 
2014-6-1, 74, 72, 6, Rain, 
2014-6-2, 71, 57, 3, , 
2014-6-3, 77, 64, 4, , 
2014-6-4, 78, 68, 6, , 
2014-6-5, 78, 62, 8, Rain-Thunderstorm, 
2014-6-6, 76, 76, 6, Rain-Thunderstorm, 
2014-6-7, 79, 67, 4, , 
2014-6-8, 76, 72, 6, Rain-Thunderstorm, 
2014-6-9, 79, 67, 5, , 
2014-6-10, 77, 69, 5, Rain-Thunderstorm, 
2014-6-11, 75, 74, 6, Rain-Thunderstorm, 
2014-6-12, 73, 72, 6, , 
2014-6-13, 74, 72, 3, Rain, 
2014-6-14, 76, 70, 2, Fog, 
2014-6-15, 78, 68, 2, Rain, 
2014-6-16, 80, 65, 3, , 
2014-6-17, 81, 66, 2, Rain-Thunderstorm, 
2014-6-18, 81, 66, 2, Thunderstorm, 
2014-6-19, 81, 65, 4, , 
2014-6-20, 81, 63, 5, Rain, 
2014-6-21, 82, 67, 6, Rain-Thunderstorm, 
2014-6-22, 79, 62, 5, , 
2014-6-23, 79, 72, 3, , 
2014-6-24, 78, 71, 3, Rain-Thunderstorm, 
2014-6-25, 79, 69, 8, , 
2014-6-26, 78, 68, 5, Rain, 
2014-6-27, 80, 67, 6, , 
2014-6-28, 80, 66, 4, , 
2014-6-29, 81, 66, 3, , 
2014-6-30, 77, 76, 2, Rain-Thunderstorm, 
2014-7-1, 81, 71, 4, , 
2014-7-2, 84, 65, 4, , 
2014-7-3, 80, 62, 10, , 
2014-7-4, 75, 59, 7, , 
2014-7-5, 77, 53, 5, , 
2014-7-6, 78, 60, 2, , 
2014-7-7, 81, 64, 4, , 
2014-7-8, 79, 63, 7, , 
2014-7-9, 83, 55, 7, Thunderstorm, 
2014-7-10, 80, 68, 3, Rain-Thunderstorm, 
2014-7-11, 80, 73, 4, Rain-Thunderstorm, 
2014-7-12, 80, 71, 2, Fog, 
2014-7-13, 81, 66, 2, , 
2014-7-14, 81, 71, 3, Rain, 
2014-7-15, 78, 69, 7, Rain, 
2014-7-16, 74, 59, 8, , 
2014-7-17, 73, 57, 3, , 
2014-7-18, 73, 68, 2, Rain, 
2014-7-19, 72, 86, 4, Fog-Rain, 
2014-7-20, 70, 86, 3, Rain, 
2014-7-21, 77, 79, 4, Rain, 
2014-7-22, 78, 78, 2, , 
2014-7-23, 80, 72, 2, Thunderstorm, 
2014-7-24, 79, 74, 6, Rain, 
2014-7-25, 78, 70, 3, Fog, 
2014-7-26, 78, 61, 4, , 
2014-7-27, 81, 69, 8, , 
2014-7-28, 81, 59, 9, , 
2014-7-29, 74, 61, 8, , 
2014-7-30, 70, 62, 3, , 
2014-7-31, 75, 74, 4, Fog-Rain, 
2014-8-1, 74, 76, 5, Rain, 
2014-8-2, 75, 71, 4, Rain, 
2014-8-3, 77, 67, 3, , 
2014-8-4, 78, 63, 2, , 
2014-8-5, 78, 62, 4, , 
2014-8-6, 77, 66, 3, , 
2014-8-7, 81, 63, 2, Rain-Thunderstorm, 
2014-8-8, 78, 79, 3, Fog-Rain-Thunderstorm, 
2014-8-9, 79, 75, 2, Rain-Thunderstorm, 
2014-8-10, 78, 77, 2, Rain, 
2014-8-11, 78, 79, 3, , 
2014-8-12, 80, 71, 6, Rain, 
2014-8-13, 76, 59, 8, , 
2014-8-14, 73, 67, 2, , 
2014-8-15, 75, 64, 2, , 
2014-8-16, 76, 67, 2, , 
2014-8-17, 78, 70, 4, Rain-Thunderstorm, 
2014-8-18, 79, 73, 7, Rain, 
2014-8-19, 79, 76, 6, Fog-Rain, 
2014-8-20, 80, 74, 5, , 
2014-8-21, 80, 67, 4, , 
2014-8-22, 82, 72, 4, , 
2014-8-23, 83, 69, 5, Thunderstorm, 
2014-8-24, 81, 74, 5, , 
2014-8-25, 76, 64, 6, , 
2014-8-26, 76, 58, 5, , 
2014-8-27, 75, 63, 2, , 
2014-8-28, 78, 61, 1, , 
2014-8-29, 78, 60, 2, , 
2014-8-30, 80, 72, 3, Rain-Thunderstorm, 
2014-8-31, 80, 72, 1, Fog, 
2014-9-1, 82, 69, 2, Rain-Thunderstorm, 
2014-9-2, 81, 73, 3, Rain-Thunderstorm, 
2014-9-3, 82, 69, 2, Rain-Thunderstorm, 
2014-9-4, 77, 79, 2, Rain, 
2014-9-5, 80, 73, 1, , 
2014-9-6, 81, 72, 2, , 
2014-9-7, 80, 74, 3, Rain-Thunderstorm, 
2014-9-8, 77, 81, 3, Fog-Rain-Thunderstorm, 
2014-9-9, 75, 74, 3, , 
2014-9-10, 77, 77, 3, , 
2014-9-11, 80, 76, 4, , 
2014-9-12, 82, 73, 3, Rain-Thunderstorm, 
2014-9-13, 78, 77, 5, , 
2014-9-14, 68, 83, 4, , 
2014-9-15, 71, 81, 1, Rain, 
2014-9-16, 78, 76, 3, , 
2014-9-17, 72, 68, 5, , 
2014-9-18, 73, 68, 2, , 
2014-9-19, 75, 72, 4, , 
2014-9-20, 73, 66, 4, , 
2014-9-21, 73, 70, 5, Rain, 
2014-9-22, 70, 59, 6, , 
2014-9-23, 67, 67, 5, , 
2014-9-24, 66, 61, 6, , 
2014-9-25, 70, 72, 3, , 
2014-9-26, 69, 81, 5, , 
2014-9-27, 71, 74, 3, , 
2014-9-28, 69, 81, 2, , 
2014-9-29, 68, 86, 4, Rain, 
2014-9-30, 73, 69, 1, Rain, 
2014-10-1, 71, 70, 1, , 
2014-10-2, 71, 74, 3, , 
2014-10-3, 71, 79, 7, Rain-Thunderstorm, 
2014-10-4, 56, 55, 11, , 
2014-10-5, 54, 60, 3, , 
2014-10-6, 62, 61, 6, , 
2014-10-7, 69, 66, 6, , 
2014-10-8, 74, 74, 5, , 
2014-10-9, 74, 71, 1, , 
2014-10-10, 74, 69, 5, , 
2014-10-11, 74, 76, 5, Rain, 
2014-10-12, 73, 76, 4, Rain, 
2014-10-13, 71, 77, 6, , 
2014-10-14, 64, 82, 9, Rain, 
2014-10-15, 60, 72, 6, , 
2014-10-16, 57, 73, 7, , 
2014-10-17, 62, 66, 5, , 
2014-10-18, 63, 67, 9, , 
2014-10-19, 58, 66, 2, , 
2014-10-20, 58, 67, 2, , 
2014-10-21, 61, 69, 5, , 
2014-10-22, 58, 54, 7, , 
2014-10-23, 55, 62, 3, , 
2014-10-24, 58, 62, 2, , 
2014-10-25, 59, 61, 3, , 
2014-10-26, 67, 66, 4, , 
2014-10-27, 67, 72, 1, Fog, 
2014-10-28, 64, 73, 3, Fog, 
2014-10-29, 59, 82, 5, Rain, 
2014-10-30, 54, 60, 2, , 
2014-10-31, 50, 73, 8, Rain, 
2014-11-1, 42, 62, 18, , 
2014-11-2, 45, 56, 8, , 
2014-11-3, 48, 54, 1, , 
2014-11-4, 54, 57, 2, , 
2014-11-5, 57, 72, 1, , 
2014-11-6, 60, 63, 11, Rain, 
2014-11-7, 48, 60, 7, , 
2014-11-8, 47, 62, 1, , 
2014-11-9, 52, 63, 2, , 
2014-11-10, 53, 63, 1, , 
2014-11-11, 54, 63, 1, , 
2014-11-12, 54, 77, 6, , 
2014-11-13, 40, 71, 14, , 
2014-11-14, 35, 48, 10, , 
2014-11-15, 37, 50, 4, , 
2014-11-16, 44, 65, 4, Rain-Thunderstorm, 
2014-11-17, 42, 81, 10, Rain, 
2014-11-18, 30, 49, 11, , 
2014-11-19, 34, 52, 5, , 
2014-11-20, 44, 53, 5, , 
2014-11-21, 47, 61, 1, , 
2014-11-22, 48, 53, 5, , 
2014-11-23, 51, 66, 7, Rain, 
2014-11-24, 64, 64, 9, , 
2014-11-25, 55, 44, 7, , 
2014-11-26, 48, 44, 7, Rain, 
2014-11-27, 40, 56, 12, , 
2014-11-28, 38, 51, 4, , 
2014-11-29, 44, 58, 4, , 
2014-11-30, 54, 57, 4, , 
2014-12-1, 56, 72, 1, , 
2014-12-2, 57, 69, 1, Fog, 
2014-12-3, 58, 79, 2, Fog, 
2014-12-4, 56, 84, 2, Fog-Rain, 
2014-12-5, 54, 93, 4, , 
2014-12-6, 56, 89, 7, Rain, 
2014-12-7, 51, 63, 6, , 
2014-12-8, 43, 57, 5, , 
2014-12-9, 43, 70, 9, , 
2014-12-10, 41, 68, 11, , 
2014-12-11, 41, 55, 9, , 
2014-12-12, 44, 45, 6, , 
2014-12-13, 47, 50, 7, , 
2014-12-14, 43, 65, 7, , 
2014-12-15, 45, 64, 1, Rain, 
2014-12-16, 51, 70, 10, Rain, 
2014-12-17, 44, 76, 8, , 
2014-12-18, 44, 62, 4, , 
2014-12-19, 45, 66, 4, Rain, 
2014-12-20, 45, 88, 2, Rain, 
2014-12-21, 46, 86, 4, Rain, 
2014-12-22, 44, 95, 6, Rain, 
2014-12-23, 46, 96, 6, Fog-Rain-Thunderstorm, 
2014-12-24, 53, 89, 7, Fog-Rain, 
2014-12-25, 42, 73, 7, , 
2014-12-26, 43, 67, 1, , 
2014-12-27, 47, 76, 1, Rain, 
2014-12-28, 56, 94, 3, Rain-Thunderstorm, 
2014-12-29, 57, 86, 4, Rain, 
2014-12-30, 44, 76, 8, , 
2014-12-31, 41, 78, 3, , 
2015-1-1, 42, 62, 3, Rain, 
2015-1-2, 45, 91, 2, Rain, 
2015-1-3, 53, 93, 4, Fog-Rain-Thunderstorm, 
2015-1-4, 54, 79, 9, Rain-Thunderstorm, 
2015-1-5, 39, 57, 10, , 
2015-1-6, 39, 62, 7, , 
2015-1-7, 28, 54, 15, , 
2015-1-8, 21, 48, 6, , 
2015-1-9, 29, 47, 7, , 
2015-1-10, 33, 35, 5, , 
2015-1-11, 37, 63, 4, Rain, 
2015-1-12, 42, 96, 2, Fog-Rain, 
2015-1-13, 43, 96, 6, Rain, 
2015-1-14, 38, 85, 3, , 
2015-1-15, 34, 93, 3, Fog-Rain, 
2015-1-16, 41, 64, 7, , 
2015-1-17, 41, 70, 3, , 
2015-1-18, 45, 61, 8, , 
2015-1-19, 47, 52, 5, , 
2015-1-20, 53, 50, 4, , 
2015-1-21, 48, 60, 5, , 
2015-1-22, 44, 59, 2, Rain, 
2015-1-23, 42, 92, 6, Rain, 
2015-1-24, 42, 73, 9, Rain, 
2015-1-25, 42, 64, 6, Rain, 
2015-1-26, 39, 77, 12, , 
2015-1-27, 39, 66, 11, , 
2015-1-28, 42, 52, 4, , 
2015-1-29, 44, 58, 5, Rain, 
2015-1-30, 44, 52, 15, , 
2015-1-31, 39, 53, 2, , 
2015-2-1, 47, 73, 7, Rain, 
2015-2-2, 41, 76, 15, Rain, 
2015-2-3, 37, 49, 3, , 
2015-2-4, 40, 59, 1, , 
2015-2-5, 40, 50, 10, , 
2015-2-6, 35, 48, 1, , 
2015-2-7, 45, 49, 5, , 
2015-2-8, 51, 59, 7, , 
2015-2-9, 53, 84, 9, Fog-Rain-Thunderstorm, 
2015-2-10, 45, 72, 11, , 
2015-2-11, 46, 62, 4, , 
2015-2-12, 37, 52, 15, , 
2015-2-13, 34, 37, 7, , 
2015-2-14, 44, 40, 11, , 
2015-2-15, 31, 37, 9, , 
2015-2-16, 35, 63, 5, Rain, 
2015-2-17, 31, 76, 11, , 
2015-2-18, 29, 59, 14, Snow, 
2015-2-19, 19, 44, 13, , 
2015-2-20, 24, 42, 5, Snow, 
2015-2-21, 41, 61, 5, Rain, 
2015-2-22, 48, 95, 4, Fog-Rain, 
2015-2-23, 41, 80, 9, Rain, 
2015-2-24, 32, 83, 3, Rain-Snow, 
2015-2-25, 34, 82, 4, Rain-Snow, 
2015-2-26, 34, 86, 8, , 
2015-2-27, 38, 62, 7, , 
2015-2-28, 42, 57, 6, , 
2015-3-1, 41, 75, 4, Rain, 
2015-3-2, 53, 81, 5, Fog, 
2015-3-3, 50, 86, 3, Fog-Rain, 
2015-3-4, 62, 80, 8, Fog-Rain, 
2015-3-5, 47, 89, 13, Rain, 
2015-3-6, 39, 63, 6, Snow, 
2015-3-7, 44, 52, 3, , 
2015-3-8, 50, 52, 3, , 
2015-3-9, 61, 51, 4, Rain, 
2015-3-10, 65, 69, 3, Rain, 
2015-3-11, 63, 84, 4, Rain, 
2015-3-12, 59, 78, 7, Fog-Rain, 
2015-3-13, 51, 80, 8, Rain, 
2015-3-14, 57, 87, 5, Fog-Rain, 
2015-3-15, 61, 59, 7, , 
2015-3-16, 60, 49, 4, , 
2015-3-17, 64, 57, 8, , 
2015-3-18, 62, 49, 4, , 
2015-3-19, 54, 67, 5, Rain, 
2015-3-20, 58, 82, 5, Rain, 
2015-3-21, 63, 69, 6, Rain, 
2015-3-22, 56, 81, 4, Rain, 
2015-3-23, 58, 71, 5, , 
2015-3-24, 58, 73, 3, , 
2015-3-25, 62, 77, 3, , 
2015-3-26, 65, 75, 9, , 
2015-3-27, 50, 66, 15, Rain, 
2015-3-28, 42, 45, 12, , 
2015-3-29, 43, 50, 5, , 
2015-3-30, 58, 66, 9, Rain-Thunderstorm, 
2015-3-31, 58, 68, 7, , 
2015-4-1, 66, 62, 6, Rain-Thunderstorm, 
2015-4-2, 63, 79, 5, Rain, 
2015-4-3, 67, 64, 10, Fog-Rain, 
2015-4-4, 58, 58, 12, Rain-Thunderstorm, 
2015-4-5, 56, 39, 5, , 
2015-4-6, 61, 66, 4, Rain, 
2015-4-7, 70, 77, 3, Fog, 
2015-4-8, 72, 67, 5, , 
2015-4-9, 72, 72, 7, , 
2015-4-10, 69, 84, 7, Rain-Thunderstorm, 
2015-4-11, 66, 58, 5, , 
2015-4-12, 61, 74, 4, , 
2015-4-13, 68, 82, 4, Rain, 
2015-4-14, 73, 77, 8, Rain-Thunderstorm, 
2015-4-15, 64, 87, 4, Rain, 
2015-4-16, 54, 89, 6, Rain, 
2015-4-17, 58, 97, 2, Rain, 
2015-4-18, 67, 87, 3, Rain, 
2015-4-19, 67, 91, 8, Rain, 
2015-4-20, 67, 73, 12, Rain-Thunderstorm, 
2015-4-21, 59, 53, 8, Rain, 
2015-4-22, 60, 67, 8, , 
2015-4-23, 61, 59, 8, , 
2015-4-24, 60, 49, 3, , 
2015-4-25, 68, 78, 7, Rain, 
2015-4-26, 69, 67, 13, Rain, 
2015-4-27, 60, 59, 6, , 
2015-4-28, 62, 54, 6, Rain, 
2015-4-29, 57, 84, 2, Rain, 
2015-4-30, 61, 68, 9, , 
2015-5-1, 59, 60, 9, , 
2015-5-2, 61, 62, 2, , 
2015-5-3, 64, 67, 3, , 
2015-5-4, 67, 63, 2, , 
